culture_group_tag	culture_group	culture_tag	culture	language	language_family
ir_numidian_g	Numidian	ir_autolalean	Autolalean	ir_mauritanian_lang	ir_numidian_family
ir_numidian_g	Numidian	ir_lixitoi	Lixitaean	ir_mauritanian_lang	ir_numidian_family
ir_numidian_g	Numidian	ir_perorsian	Perorsian	ir_mauritanian_lang	ir_numidian_family
ir_numidian_g	Numidian	ir_canarian	Canarian	ir_canarian_lang	ir_numidian_family
ir_numidian_g	Numidian	ir_nectiberean	Nectiberean	ir_mauritanian_lang	ir_numidian_family
ir_numidian_g	Numidian	ir_daphnitaean	Daphnitaean	ir_mauritanian_lang	ir_numidian_family
ir_numidian_g	Numidian	ir_capariensian	Capariensian	ir_mauritanian_lang	ir_numidian_family
ir_numidian_g	Numidian	ir_abannaean	Abannaean	ir_mauritanian_lang	ir_numidian_family
ir_numidian_g	Numidian	ir_cetianian	Cetianian	ir_mauritanian_lang	ir_numidian_family
ir_numidian_g	Numidian	ir_pharusian	Pharusian	ir_mauritanian_lang	ir_numidian_family
ir_numidian_g	Numidian	ir_nigirtean	Nigirtean	ir_mauritanian_lang	ir_numidian_family
ir_persia_g	Iranian	ir_elamite	Elamite	ir_elamite_lang	ir_persia_family
ir_persia_g	Iranian	ir_utian	Utian	ir_median_lang	ir_persia_family
ir_persia_g	Iranian	ir_pasargadi	Persian	ir_persian_lang	ir_persia_family
ir_persia_g	Iranian	ir_sagartian	Agartian	ir_parthian_lang	ir_persia_family
ir_persia_g	Iranian	ir_uxian	Uxian	ir_elamite_lang	ir_persia_family
ir_persia_g	Iranian	ir_amardian	Amardian	ir_parthian_lang	ir_persia_family
ir_persia_g	Iranian	ir_sarangian	Sarangian	ir_persian_lang	ir_persia_family
ir_persia_g	Iranian	ir_pactyan	Pactyan	ir_persian_lang	ir_persia_family
ir_persia_g	Iranian	ir_cossian	Cossian	ir_elamite_lang	ir_persia_family
ir_persia_g	Iranian	ir_cadusian	Cadusian	ir_median_lang	ir_persia_family
ir_persia_g	Iranian	ir_parthian	Parthian	ir_parthian_lang	ir_persia_family
ir_persia_g	Iranian	ir_parecanian	Parecanian	ir_persian_lang	ir_persia_family
ir_persia_g	Iranian	ir_carmanian	Carmanian	ir_persian_lang	ir_persia_family
ir_persia_g	Iranian	ir_median	Median	ir_median_lang	ir_persia_family
ir_persia_g	Iranian	ir_gedrosian	Gedrosian	ir_persian_lang	ir_persia_family
ir_persia_g	Iranian	ir_hyrcanian	Hyrcanian	ir_median_lang	ir_persia_family
ir_persia_g	Iranian	ir_sattagydian	Sattagydian	ir_persian_lang	ir_persia_family
ir_pracyan_g	Pracyan	ir_kalingan	Kalingan	ir_oriya_lang	ir_pracyan_family
ir_pracyan_g	Pracyan	ir_savara	Savaran	ir_oriya_lang	ir_pracyan_family
ir_pracyan_g	Pracyan	ir_kamarupi	Kamarupi	ir_kamarupi_lang	ir_pracyan_family
ir_pracyan_g	Pracyan	ir_bangli	Bangli	ir_bengali_lang	ir_pracyan_family
ir_pracyan_g	Pracyan	ir_pandra	Pandran	ir_bengali_lang	ir_pracyan_family
ir_pracyan_g	Pracyan	ir_vanga	Vangan	ir_bengali_lang	ir_pracyan_family
ir_pracyan_g	Pracyan	ir_atavi	Atavi	ir_oriya_lang	ir_pracyan_family
ir_pracyan_g	Pracyan	ir_magadhi	Magadhi	ir_magadhan_prakrit_lang	ir_pracyan_family
ir_pracyan_g	Pracyan	ir_kasi	Kasi	ir_magadhan_prakrit_lang	ir_pracyan_family
ir_pracyan_g	Pracyan	ir_vrji	Vrji	ir_magadhan_prakrit_lang	ir_pracyan_family
ir_pracyan_g	Pracyan	ir_malla	Mallan	ir_magadhan_prakrit_lang	ir_pracyan_family
ir_pracyan_g	Pracyan	ir_himalayan	Nepali	ir_himalayan_lang	ir_pracyan_family
ir_proto_european_g	Nuragic	ir_nuragic	Sardan	ir_proto_european_lang	ir_proto_european_family
ir_proto_european_g	Nuragic	ir_corsian	Corsian	ir_proto_european_lang	ir_proto_european_family
ir_proto_european_g	Nuragic	ir_talaiotic	Talaiotic	ir_proto_european_lang	ir_proto_european_family
ir_scythia_g	Sakan	ir_kharesmian	Kharesmian	ir_sogdian_lang	ir_bactrian_family
ir_scythia_g	Sakan	ir_sakan	Sakan	ir_saka_lang	ir_bactrian_family
ir_scythia_g	Sakan	ir_khotanese	Khotanese	ir_khotanese_lang	ir_scythia_family
ir_scythia_g	Sakan	ir_derbiccan	Dahaean	ir_massagetaean_lang	ir_scythia_family
ir_scythia_g	Sakan	ir_alani	Alani	ir_alanic_lang	ir_scythia_family
ir_scythia_g	Sakan	ir_jurcan	Jurcan	ir_scythian_lang	ir_scythia_family
ir_scythia_g	Sakan	ir_massagetaean	Massagetaean	ir_massagetaean_lang	ir_scythia_family
ir_south_levantine_g	Arabian	ir_makan	Makan	ir_old_north_arabian_lang	ir_south_levantine_family
ir_south_levantine_g	Arabian	ir_gerrhan	Gerrhan	ir_old_north_arabian_lang	ir_south_levantine_family
ir_south_levantine_g	Arabian	ir_taif	Ta'ific	ir_old_north_arabian_lang	ir_south_levantine_family
ir_south_levantine_g	Arabian	ir_thamudi	Thamudic	ir_old_north_arabian_lang	ir_south_levantine_family
ir_south_levantine_g	Arabian	ir_yamama	Yamama	ir_old_north_arabian_lang	ir_south_levantine_family
ir_south_levantine_g	Arabian	ir_nabatean	Nabatean	ir_nabatean_lang	ir_south_levantine_family
ir_south_levantine_g	Arabian	ir_qedarite	Qedarite	ir_old_north_arabian_lang	ir_south_levantine_family
ir_tibetan_g	Tibetan	ir_zhangzhung	Zhangzhung	ir_tibetic_lang	ir_tibetan_family
ir_tibetan_g	Tibetan	ir_sumpa	Sumpa	ir_tibetic_lang	ir_tibetan_family
ir_tibetan_g	Tibetan	ir_yarlung	Yarlung	ir_tibetic_lang	ir_tibetan_family
ir_tibetan_g	Tibetan	ir_tsang	Tsang	ir_tibetic_lang	ir_tibetan_family
ir_tibetan_g	Tibetan	ir_pyu	Pyu	ir_tibetic_lang	ir_tibetan_family
ir_west_levantine_g	Levantine	ir_carthaginian	Punic	ir_punic_lang	ir_pu_family
ir_west_levantine_g	Levantine	ir_phoenician	Phoenician	ir_phoenician_lang	ir_west_levantine_family
ir_west_levantine_g	Levantine	ir_hebrew	Hebrew	ir_hebrew_lang	ir_south_levantine_family
ir_chinese_g	Chinese	ir_qin	Qin	ir_old_chinese_lang	ir_chinese_family
ir_fezzani_g	Fezzani	ir_nasamonian	Nasamonian	ir_garamantian_lang	ir_fezzani_family
ir_fezzani_g	Fezzani	ir_macaean	Macaean	ir_garamantian_lang	ir_fezzani_family
ir_fezzani_g	Fezzani	ir_psyllic	Psyllic	ir_garamantian_lang	ir_fezzani_family
ir_fezzani_g	Fezzani	ir_garamantic	Garamantic	ir_garamantian_lang	ir_fezzani_family
ir_fezzani_g	Fezzani	ir_libyan	Libyan	ir_garamantian_lang	ir_fezzani_family
ir_fezzani_g	Fezzani	ir_berber	Berber	ir_garamantian_lang	ir_fezzani_family
ir_fezzani_g	Fezzani	ir_phazani	Phazanian	ir_garamantian_lang	ir_fezzani_family
ir_fezzani_g	Fezzani	ir_lotophagoi	Lotophagian	ir_garamantian_lang	ir_fezzani_family
ir_fezzani_g	Fezzani	ir_gyzantian	Gyzantian	ir_garamantian_lang	ir_fezzani_family
ir_fezzani_g	Fezzani	ir_atarantian	Atarantian	ir_garamantian_lang	ir_fezzani_family
ir_fezzani_g	Fezzani	ir_atlantean	Atlantean	ir_garamantian_lang	ir_fezzani_family
ir_finnic_group_g	Finnic	ir_mordvin	Mordvin	ir_mordvin_lang	ir_finnic_family
ir_finnic_group_g	Finnic	ir_androphagian	Androphagian	ir_volgaic_lang	ir_finnic_family
ir_finnic_group_g	Finnic	ir_volgaic	Volgaic	ir_volgaic_lang	ir_finnic_family
ir_finnic_group_g	Finnic	ir_fennic	Fennic	ir_proto_finnic_lang	ir_finnic_family
ir_nilotic_group_g	Nilotic	ir_moyan	Syrbotian	ir_dinka_lang	ir_nilotic_family
ir_nilotic_group_g	Nilotic	ir_alutan	Alutan	ir_dinka_lang	ir_nilotic_family
ir_nilotic_group_g	Nilotic	ir_boran	Megabarian	ir_dinka_lang	ir_nilotic_family
ir_nilotic_group_g	Nilotic	ir_adabulian	Adabulian	ir_dinka_lang	ir_nilotic_family
ir_nilotic_group_g	Nilotic	ir_rhizophagian	Rhizophagian	ir_dinka_lang	ir_nilotic_family
ir_nilotic_group_g	Nilotic	ir_kumuzan	Komuzan	ir_dinka_lang	ir_nilotic_family
ir_nilotic_group_g	Nilotic	ir_midobian	Midobi	ir_dinka_lang	ir_nilotic_family
ir_nilotic_group_g	Nilotic	ir_nubian	Nobataean	ir_nubian_lang	ir_meroitic_family
ir_nilotic_group_g	Nilotic	ir_zankorian	Zankori	ir_dinka_lang	ir_nilotic_family
ir_pu_g	Pu	ir_pubu	Palaung	ir_punic_lang	ir_pu_family
ir_pu_g	Pu	ir_mon	Mon	ir_punic_lang	ir_pu_family
ir_pu_g	Pu	ir_shan	Shan	ir_punic_lang	ir_pu_family
ir_pu_g	Pu	ir_jaintia	Jaintia	ir_punic_lang	ir_pu_family
ir_pu_g	Pu	ir_rhakine	Rhakine	ir_punic_lang	ir_pu_family
ir_scythian_east_g	Scythian	ir_scythian	Scythian	ir_scythian_lang	ir_scythia_family
ir_scythian_east_g	Scythian	ir_sarmatian	Sarmatian	ir_sarmatian_lang	ir_scythian_east_family
ir_scythian_east_g	Scythian	ir_siraci	Siracian	ir_sarmatian_lang	ir_scythian_east_family
ir_scythian_east_g	Scythian	ir_thyssagetaen	Thyssagetian	ir_massagetaean_lang	ir_scythia_family
ir_scythian_east_g	Scythian	ir_agathyrsian	Agathyrsian	ir_scythian_lang	ir_scythia_family
ir_scythian_east_g	Scythian	ir_gelonian	Gelonian	ir_scythian_lang	ir_scythia_family
ir_scythian_east_g	Scythian	ir_cimmerian	Cimmerian	ir_scythian_lang	ir_scythia_family
ir_south_arabian_g	Yemeni	ir_hadhrami	Hadhrami	ir_old_south_arabian_lang	ir_south_arabian_family
ir_south_arabian_g	Yemeni	ir_qatabanian	Qatabanian	ir_old_south_arabian_lang	ir_south_arabian_family
ir_south_arabian_g	Yemeni	ir_sheban	Sabaean	ir_old_south_arabian_lang	ir_south_arabian_family
ir_south_arabian_g	Yemeni	ir_minaean	Minaean	ir_old_south_arabian_lang	ir_south_arabian_family
ir_south_arabian_g	Yemeni	ir_himjar	Himyaritic	ir_himjaritic_lang	ir_south_arabian_family
ir_south_arabian_g	Yemeni	ir_samad	Samad	ir_old_south_arabian_lang	ir_south_arabian_family
ir_south_arabian_g	Yemeni	ir_adite	Aadite	ir_old_south_arabian_lang	ir_south_arabian_family
ir_south_arabian_g	Yemeni	ir_kindite	Kindite	ir_old_south_arabian_lang	ir_south_arabian_family
ir_thrace_group_g	Thracian	ir_triballoi	Triballian	ir_thracian_lang	ir_hellenic_family
ir_thrace_group_g	Thracian	ir_moesi	Crobyzian	ir_thracian_lang	ir_hellenic_family
ir_thrace_group_g	Thracian	ir_odrysi	Odrysian	ir_thracian_lang	ir_hellenic_family
ir_thrace_group_g	Thracian	ir_bithynian	Bithynian	ir_thracian_lang	ir_hellenic_family
ir_thrace_group_g	Thracian	ir_mariandynian	Mariandynian	ir_thracian_lang	ir_hellenic_family
