LandProvince;SeaZone;x;y
ivernia_australis;mare_verginium_16;467.967;3331.604
usdia_orientalis;mare_verginium_13;558.492;3360.976
velaboria_occidentalis;oceanus_atlanticus_43;432.963;3404.329
velaboria_borealis;oceanus_atlanticus_43;449.129;3423.308
gangania_australis;oceanus_atlanticus_42;467.792;3449.447
gangania_borealis;oceanus_atlanticus_42;502.0;3479.396
brigantia_australis;mare_verginium_13;585.46;3360.375
coriondia_australis;mare_verginium_14;624.997;3368.579
coriondia;mare_verginium_14;640.412;3398.009
manapia_orientalis;mare_hibernicum_5;657.861;3482.104
caucia_orientalis;mare_hibernicum_5;655.42;3513.082
isamnion;mare_hibernicum_5;676.846;3519.918
autenia_borealis;oceanus_atlanticus_44;468.484;3559.721
autenia;oceanus_atlanticus_46;514.737;3567.275
autenia_occidentalis;oceanus_atlanticus_44;461.362;3523.44
venicnia_orientalis;mare_hibernicum_12;606.553;3642.328
venicnia_borealis;oceanus_atlanticus_47;567.67;3631.259
robogdia_orientalis;mare_hibernicum_10;689.968;3617.178
darinia_australis;mare_hibernicum_9;706.187;3541.465
piktonion_akron;mare_cantabrum_12;798.141;2865.121
namnetum;liger_0;819.694;2886.031
aregenua;mare_britannicum_2;928.913;3057.089
esta;mare_britannicum_2;946.64;3060.403
pictavia_borealis;mare_cantabrum_11;802.913;2831.781
pictavia_australis;mare_cantabrum_11;824.146;2806.744
becciacum;mare_cantabrum_11;843.906;2779.243
novioregum_santonum;mare_cantabrum_10;834.347;2749.038
noviomagus_aquitanum;mare_cantabrum_10;834.458;2714.098
akroterion;mare_cantabrum_10;824.292;2664.593
burdigala;garumna_1;864.473;2650.943
losa;mare_cantabrum_3;815.872;2615.874
segosa;mare_cantabrum_3;805.531;2586.312
mosconnum;mare_cantabrum_3;798.18;2564.12
lapurdum;mare_cantabrum_3;789.639;2550.016
narbo;sinus_gallicus_0;1089.232;2482.944
ruscino;sinus_gallicus_1;1083.906;2452.701
baeterrae;sinus_gallicus_0;1105.89;2500.373
agatha;sinus_gallicus_0;1126.271;2509.185
sextantio;sinus_gallicus_0;1150.535;2522.305
rhodanousia;sinus_gallicus_0;1179.267;2512.652
arelatis;rhodanus;1198.047;2545.352
pisavi;sinus_gallicus_0;1209.307;2507.444
massalia;mare_sardoum_0;1246.316;2485.807
lissos;mare_superum_8;2177.837;2385.333
caracotinum;mare_britannicum_2;950.118;3073.522
galetia_occidentalis;mare_britannicum_3;989.184;3101.065
galetia_orientalis;mare_britannicum_3;1011.188;3105.395
gesoriacum;mare_britannicum_3;1045.101;3161.657
castellum;mare_germanicum_4;1103.065;3201.596
portus_itius;fretum_gallicum;1070.91;3195.618
briga;mare_britannicum_3;1026.393;3112.368
lintomagus;mare_britannicum_3;1042.013;3146.652
hessulum;mare_germanicum_0;985.612;3429.704
tingis;fretum_gaditanum;425.055;1917.79
lixus;oceanus_atlanticus_1;377.848;1876.217
thamusida;oceanus_atlanticus_1;341.396;1815.051
arzeila;fretum_gaditanum;388.554;1895.002
frigidae;oceanus_atlanticus_1;366.293;1855.194
occasum;oceanus_atlanticus_1;354.035;1834.276
sala;oceanus_atlanticus_2;313.388;1778.676
rusaddir;mare_hibericum_6;615.199;1828.602
lemnis;mare_hibericum_6;662.665;1815.586
tamuda;fretum_gaditanum;443.471;1902.1
siga;mare_hibericum_6;697.285;1818.863
tepidae;mare_hibericum_6;725.01;1831.302
castra_puerorum;mare_hibericum_6;730.621;1843.332
portus_divinus;mare_hibericum_7;776.333;1857.657
portus_magnus;mare_hibericum_7;812.194;1860.833
quiza_xenitana;mare_hibericum_7;833.139;1879.522
arsennaria;mare_hibericum_8;889.613;1905.231
cartennae;mare_hibericum_8;920.577;1914.415
portus_magulus;mare_hibericum_7;860.881;1894.457
cartili;mare_hibericum_8;964.75;1916.094
gunugu;mare_hibericum_8;984.69;1917.655
iol;mare_hibericum_8;1007.904;1913.883
icosium;mare_hibericum_9;1050.973;1925.452
rusguniae;mare_hibericum_9;1081.106;1926.26
rusuccuru;mare_hibericum_9;1101.441;1934.512
rusippisir;mare_hibericum_9;1123.946;1933.161
rusazus;mare_hibericum_9;1156.723;1930.447
saldae;mare_internum_1;1188.727;1920.401
muslubium;mare_internum_1;1211.482;1906.274
choba;mare_internum_1;1231.3;1917.069
igilgili;mare_internum_1;1253.495;1920.29
tucca;mare_internum_1;1270.215;1926.721
chullu;mare_internum_1;1302.973;1931.352
hippo_regius;sinus_hipponensis;1385.372;1922.549
culucitanis;mare_internum_1;1342.937;1928.099
rusicade;mare_internum_1;1325.474;1921.986
tuniza;sinus_hipponensis;1434.751;1922.221
thabraca;sinus_hipponensis;1458.609;1927.865
feradi_maius;sinus_neapolitanus;1579.913;1853.111
pupput;sinus_neapolitanus;1586.559;1871.997
curubis;fretum_siculum_3;1606.0;1887.0
carpis;sinus_uticensis;1579.578;1907.47
nepheris;sinus_uticensis;1571.418;1904.864
kerkouane;fretum_siculum_3;1619.703;1909.008
missua;sinus_uticensis;1602.311;1926.118
carthago;sinus_uticensis;1569.214;1916.102
utica;sinus_uticensis;1559.868;1937.332
hippo_diarrhytus;sinus_uticensis;1537.571;1953.051
kinna_thabracania;sinus_hipponensis;1490.828;1950.343
ulizibbira;sinus_neapolitanus;1585.851;1837.336
hadrametum;sinus_neapolitanus;1597.808;1820.089
leptis_minor;sinus_neapolitanus;1612.516;1812.393
thapsus;sinus_neapolitanus;1622.0;1788.0
acholla;mare_libycum_0;1623.016;1760.536
usula;mare_libycum_0;1612.089;1734.84
cercina;mare_libycum_0;1642.515;1730.922
thaenae;syrtis_minor;1583.326;1705.184
taparura;mare_libycum_0;1599.895;1718.678
macomades_minores;syrtis_minor;1564.881;1690.837
bennafa;syrtis_minor;1550.812;1676.036
tacape;syrtis_minor;1561.238;1646.96
gigthis;syrtis_minor;1589.772;1632.849
tipasa_1;syrtis_minor;1600.421;1645.215
gergis;syrtis_minor;1627.2;1627.421
zitha;mare_libycum_1;1635.126;1605.508
putea_pallene;mare_libycum_1;1643.161;1592.929
zouchis;mare_libycum_1;1672.105;1583.198
pisida;mare_libycum_1;1687.217;1580.498
locri_1;mare_libycum_1;1722.809;1560.415
sabratha;mare_libycum_1;1740.288;1558.099
zanazia;mare_libycum_1;1765.962;1560.775
oea;mare_libycum_2;1800.89;1568.889
amarea;mare_libycum_2;1820.587;1560.279
gaphara;mare_libycum_2;1858.31;1555.489
leptis_magna;mare_libycum_2;1879.985;1543.067
kinyps;mare_libycum_2;1906.019;1532.885
thubactis;mare_libycum_2;1944.523;1526.011
base;syrtis_maior_0;1959.675;1484.419
thebunte;syrtis_maior_0;1972.643;1459.175
annesel;syrtis_maior_0;1990.973;1442.175
auxiu;syrtis_maior_0;2010.285;1434.574
dysopon;syrtis_maior_0;2031.107;1431.197
euphranta;syrtis_maior_0;2060.0;1432.5
iscina;syrtis_maior_1;2102.626;1426.115
aulazon;syrtis_maior_1;2135.159;1416.293
ad_palmam;syrtis_maior_1;2158.789;1407.178
digdida_selorum;syrtis_maior_1;2209.897;1382.123
arae_philaenorum;syrtis_maior_1;2235.0;1367.0
automalax;syrtis_maior_1;2266.626;1364.613
mendrion;syrtis_maior_1;2291.171;1378.383
astrochonda;syrtis_maior_2;2313.524;1404.288
kainon;syrtis_maior_2;2323.828;1425.681
serapeion;syrtis_maior_2;2326.433;1449.329
amastor;syrtis_maior_2;2309.448;1479.695
chersis;syrtis_maior_2;2302.846;1510.188
euesperides;syrtis_maior_2;2314.151;1540.926
hadrianopolis;mare_aegyptium_0;2335.406;1565.96
taucheira;mare_aegyptium_0;2363.534;1587.42
ptolemais;mare_aegyptium_0;2386.251;1600.114
phykous;mare_aegyptium_0;2411.237;1609.446
kyrene;mare_aegyptium_1;2436.579;1617.745
apollonia_kyrenaike;mare_aegyptium_1;2466.872;1618.12
darnis;mare_aegyptium_1;2494.861;1613.726
aziris;mare_aegyptium_1;2521.171;1607.54
paliouros;mare_aegyptium_1;2541.381;1585.235
petras_mikros;mare_aegyptium_1;2547.983;1574.062
batrachos;mare_aegyptium_1;2562.711;1568.704
gonia;mare_aegyptium_1;2593.3;1570.292
antipyrgos;mare_aegyptium_2;2620.293;1561.401
kyrthanion;mare_aegyptium_2;2639.468;1563.347
menelaos;mare_aegyptium_2;2693.0;1553.0
catabathmus_maior;mare_aegyptium_2;2707.338;1532.097
nesus;mare_aegyptium_2;2729.693;1537.322
chettaia;mare_aegyptium_2;2758.647;1548.532
selenis;mare_aegyptium_2;2795.913;1544.221
apis;mare_aegyptium_3;2845.63;1544.253
paraetonium;mare_aegyptium_3;2873.27;1541.821
kallias;mare_aegyptium_3;2897.565;1531.656
leuke_akte_kyrenaike;mare_aegyptium_3;2919.891;1528.798
pnigeus;mare_aegyptium_3;2943.027;1531.265
pedonia;mare_aegyptium_3;2971.554;1532.121
derras;mare_aegyptium_3;2985.628;1529.847
sulcis_0;mare_sardoum_1;1439.0;2111.0
nora_1;mare_sardoum_1;1453.193;2097.927
caralis;mare_tyrrhenum_13;1479.755;2123.084
metalla;mare_sardoum_2;1430.717;2152.791
ferraria;mare_tyrrhenum_13;1513.412;2124.46
porticenses;mare_tyrrhenum_13;1518.308;2157.544
sulcis_1;mare_tyrrhenum_13;1521.524;2186.471
fanum_carisi;mare_tyrrhenum_13;1521.273;2225.292
neapolis_sardoa;mare_sardoum_2;1439.252;2177.126
tharros;mare_sardoum_2;1438.512;2185.499
cornus;mare_sardoum_2;1435.0;2217.0
hermaion_akron;mare_sardoum_2;1426.358;2242.529
nymphaios_limen;mare_sardoum_2;1415.728;2256.19
turris_libisonis;mare_sardoum_3;1433.725;2272.496
coclearia;mare_tyrrhenum_14;1524.738;2254.121
olbia_0;mare_tyrrhenum_14;1513.5;2280.0
portus_tibulae;mare_sardoum_3;1459.641;2282.219
viniolae;mare_tyrrhenum_14;1491.589;2307.67
rhoubra;mare_tyrrhenum_14;1497.396;2334.32
phikaria;mare_sardoum_3;1471.0;2327.0
pauka;mare_sardoum_3;1455.458;2361.024
ourkinion;mare_sardoum_3;1452.198;2379.975
alouka;mare_ligusticum_2;1447.402;2412.485
rhopikon;mare_ligusticum_2;1471.54;2432.604
kentourinon;mare_ligusticum_2;1493.065;2455.423
mariana;mare_tyrrhenum_15;1509.844;2407.862
aleria;mare_tyrrhenum_14;1504.0;2374.0
tauroention;mare_sardoum_0;1276.307;2474.367
pergantion;mare_sardoum_0;1315.449;2481.061
agathom;mare_ligusticum_1;1328.757;2500.55
antipolis;mare_ligusticum_1;1353.356;2520.507
navelis;mare_ligusticum_1;1374.355;2530.524
album_intimilium;mare_ligusticum_1;1395.346;2535.874
albom_ingaunom;sinus_genuensis;1421.0;2553.0
savo;sinus_genuensis;1438.606;2574.261
genua;sinus_genuensis;1458.0;2588.5
segesta;sinus_genuensis;1495.484;2576.737
cremona;padus_4;1539.727;2652.242
hatria;padus_0;1667.6;2649.465
patavium;sinus_veneticus_0;1678.936;2676.699
altinum;sinus_veneticus_0;1690.475;2681.528
portus_liquentiae;sinus_veneticus_0;1711.694;2692.532
iulia_concordia;sinus_veneticus_0;1735.526;2711.371
aquileia;sinus_veneticus_0;1752.098;2706.35
fons_timavi;sinus_veneticus_0;1765.93;2709.079
cortoriacum;mare_germanicum_4;1131.205;3214.3
mogontiacum;rhenus_7;1426.975;3084.116
castra_vetera;rhenus_2;1320.479;3241.541
manarmanis;mare_germanicum_8;1317.506;3402.424
amastica;mare_germanicum_8;1354.644;3395.288
amsivaria;mare_germanicum_9;1400.446;3424.077
saxonnia;mare_germanicum_9;1433.32;3438.953
visurgis;mare_germanicum_9;1424.488;3417.646
ganuenta;mare_germanicum_4;1156.603;3236.481
fletio;mare_germanicum_5;1178.406;3256.604
marsacia;mare_germanicum_5;1190.575;3270.019
lugadurum;mare_germanicum_5;1216.34;3300.006
baduhenna;mare_germanicum_6;1229.905;3358.431
traiectum;lacus_flevo;1269.822;3298.449
chamoria;lacus_flevo;1275.003;3300.264
isala;lacus_flevo;1289.065;3315.044
flevum;mare_germanicum_8;1290.261;3400.667
tubantia;lacus_flevo;1298.989;3329.437
mariones;mare_germanicum_9;1450.797;3445.051
charudia;mare_germanicum_9;1445.079;3471.02
marionis;oceanus_sarmaticus_14;1572.816;3443.276
sardonia;oceanus_sarmaticus_14;1583.849;3470.734
anglia_meridionalis;oceanus_sarmaticus_13;1546.76;3480.839
anglia_centralis;oceanus_sarmaticus_11;1528.781;3487.175
anglia_borealis;oceanus_sarmaticus_11;1525.108;3508.662
avionia_minor;mare_germanicum_10;1436.609;3509.385
avionia_maior;mare_germanicum_10;1432.461;3523.101
cimbrica_minor;oceanus_sarmaticus_11;1517.505;3536.213
sigulonia_australis;mare_septentrionale_7;1425.072;3604.769
sigulonia_borealis;mare_septentrionale_7;1422.013;3632.153
cobandia_minor;oceanus_sarmaticus_11;1507.948;3548.492
cobandia_maior;oceanus_sarmaticus_10;1511.322;3588.797
eudosia_australis;oceanus_sarmaticus_10;1527.754;3603.363
eudosia_cimbrica;oceanus_sarmaticus_8;1543.736;3635.088
eudosia_borealis;oceanus_sarmaticus_8;1536.483;3636.452
teutonia_minor;mare_septentrionale_7;1422.282;3668.415
teutonia_maior;mare_septentrionale_8;1437.146;3708.762
cimbria_australis;oceanus_sarmaticus_5;1540.152;3683.934
cimbria_borealis;oceanus_sarmaticus_4;1550.262;3750.718
cimbria_maior;oceanus_sarmaticus_0;1502.839;3740.823
insula_anglorum;oceanus_sarmaticus_10;1566.784;3548.305
reudingia_maior;oceanus_sarmaticus_10;1532.539;3586.888
reudingia_minor;oceanus_sarmaticus_10;1564.516;3567.118
herulia_australis;oceanus_sarmaticus_14;1611.621;3502.04
herulia_centralis;oceanus_sarmaticus_12;1604.396;3548.868
herulia_borealis;oceanus_sarmaticus_8;1588.234;3599.308
herulia_orientalis;oceanus_sarmaticus_9;1643.228;3581.733
laciburaium;oceanus_sarmaticus_14;1585.502;3445.889
ruticlia;oceanus_sarmaticus_14;1621.16;3458.804
virunia;oceanus_sarmaticus_14;1641.63;3465.595
pharodenia;oceanus_sarmaticus_15;1711.055;3460.977
lemovia;oceanus_sarmaticus_15;1708.54;3500.284
sciria;oceanus_sarmaticus_17;1745.937;3451.466
sidenia;oceanus_sarmaticus_17;1756.848;3444.369
tergeste;sinus_veneticus_0;1767.211;2696.428
parentium;sinus_veneticus_1;1761.391;2664.508
pola;sinus_veneticus_1;1776.0;2635.0
flanona;sinus_liburnus_0;1801.916;2654.584
tarsatica;sinus_liburnus_0;1810.114;2676.711
curicum;sinus_liburnus_0;1826.636;2648.632
senia;sinus_liburnus_0;1847.253;2645.859
apsaros_1;sinus_liburnus_0;1812.943;2645.339
ortopla;sinus_liburnus_0;1848.284;2619.732
vegium;sinus_liburnus_0;1875.0;2604.0
kissa_1;sinus_liburnus_1;1852.195;2599.872
ainona;sinus_liburnus_1;1865.713;2579.555
idassa;sinus_liburnus_1;1870.669;2572.559
argyruntum;sinus_liburnus_0;1904.0;2580.0
asseria;mare_superum_11;1895.076;2546.713
skardon;mare_superum_11;1918.861;2530.097
tragourion;mare_superum_10;1938.918;2517.901
salona;mare_superum_10;1958.767;2520.441
eidiseis;mare_superum_10;1995.264;2502.822
narona;mare_superum_10;2019.004;2486.147
pharos;mare_superum_10;1962.043;2496.48
epidauros_illyrikos;mare_superum_9;2067.0;2454.0
rhizon;mare_superum_9;2087.03;2441.042
bouthoe;mare_superum_8;2134.0;2414.0
askribion;mare_superum_8;2119.585;2422.56
erite;pontus_euxinus_6;2707.186;2571.317
odessus;pontus_euxinus_6;2706.721;2587.231
krounoi;pontus_euxinus_6;2717.418;2607.362
tirizis;pontus_euxinus_6;2732.28;2608.887
callatis;pontus_euxinus_6;2736.454;2655.885
tomis;pontus_euxinus_7;2732.447;2686.336
roruka;indus_7;5967.18;2476.962
alexandreia_en_indos;indus_0;6015.2;2645.109
pataliputra;ganges_7;7112.121;3113.71
kajangala;ganges_4;7304.945;3205.252
histria;pontus_euxinus_7;2735.329;2716.167
argamum;pontus_euxinus_7;2735.505;2732.904
halmyris;pontus_euxinus_7;2733.102;2753.02
troesmis;pontus_euxinus_7;2708.552;2771.879
nobiodounos;pontus_euxinus_7;2726.7;2781.953
ta_antiphilou;pontus_euxinus_8;2753.437;2806.955
kremniskoi;pontus_euxinus_8;2782.481;2834.188
aipolion;pontus_euxinus_8;2791.34;2845.474
tyras_0;pontus_euxinus_8;2805.492;2865.814
nikonia;pontus_euxinus_8;2813.401;2882.305
istrianon;pontus_euxinus_9;2829.277;2920.382
scopuli;pontus_euxinus_9;2844.728;2926.33
olbia_1;pontus_euxinus_9;2882.531;2937.642
hippolaou_akra;pontus_euxinus_9;2914.047;2932.156
borysthenia;pontus_euxinus_9;2893.776;2919.422
karkine;pontus_euxinus_10;2950.455;2904.37
taphros;pontus_euxinus_10;2998.576;2912.581
kalos_limen;pontus_euxinus_10;2968.355;2867.924
masella;pontus_euxinus_10;3005.698;2898.014
kerkinitis;pontus_euxinus_11;3008.347;2834.37
parthenion;pontus_euxinus_11;3025.032;2817.601
chersonesos;pontus_euxinus_11;3028.882;2791.972
charax;pontus_euxinus_12;3069.917;2778.308
lampas;pontus_euxinus_12;3080.19;2791.55
aloustou_phrourion;pontus_euxinus_12;3096.06;2818.065
athenaion;pontus_euxinus_12;3114.922;2827.226
theodosia;pontus_euxinus_16;3136.389;2856.201
cimus;palus_maeotica_3;3068.312;2918.126
urgat;palus_maeotica_3;3090.948;2899.365
pantikapaion;bosporus_cimmerius;3198.514;2897.668
kimmerikon;bosporus_cimmerius;3197.265;2871.378
limnaioi;palus_maeotica_3;3076.196;2944.348
kremnoi;palus_maeotica_2;3105.705;2972.621
halieuma_theou;palus_maeotica_2;3170.983;3022.873
hygreis;palus_maeotica_1;3245.772;3072.911
karoia;palus_maeotica_1;3294.465;3103.728
tanais_0;tanais_1;3320.887;3109.682
paniardis;palus_maeotica_1;3292.674;3072.788
pataroue;palus_maeotica_1;3274.247;3043.838
azara;palus_maeotica_0;3276.844;2996.328
lebedia;palus_maeotica_0;3259.295;2949.388
hermonassa;bosporus_cimmerius;3220.972;2881.92
phanagoria;bosporus_cimmerius;3225.489;2901.072
gorgippia;pontus_euxinus_15;3263.676;2861.37
bata;pontus_euxinus_15;3298.637;2862.633
torikos;pontus_euxinus_14;3344.858;2846.638
palaia_achaia;pontus_euxinus_14;3397.432;2829.051
leuke_kome;sinus_arabicus_0;3538.715;1384.183
modiana;sinus_arabicus_3;3597.332;1333.04
hippou_kome;sinus_arabicus_3;3646.226;1289.357
phoinikon_kome;sinus_arabicus_6;3697.725;1243.416
raunathou_kome;sinus_arabicus_6;3719.921;1220.044
alaura;sinus_arabicus_6;3778.617;1169.381
harenae;sinus_arabicus_6;3761.455;1190.258
charamithas;sinus_arabicus_8;3831.601;1118.003
arga;sinus_arabicus_8;3871.995;1106.866
rayyis;sinus_arabicus_8;3927.155;1074.957
harbia;sinus_arabicus_8;3953.398;1042.307
rabigh;sinus_arabicus_8;3991.143;1002.266
baruka;sinus_arabicus_10;4058.341;874.474
thebai_arabikai;sinus_arabicus_10;4012.204;937.878
zaibram;sinus_arabicus_10;4117.024;837.761
litha;sinus_arabicus_12;4179.161;827.602
ambe;sinus_arabicus_12;4246.489;779.846
raqeta;sinus_arabicus_12;4288.76;733.071
cama;sinus_arabicus_13;4349.842;687.872
devada;sinus_arabicus_26;4400.0;602.0
marma;sinus_arabicus_13;4410.695;665.733
baitus;sinus_arabicus_13;4461.522;621.863
akme;sinus_arabicus_15;4488.022;585.329
badeo;sinus_arabicus_15;4510.677;518.957
adedou_kome;sinus_arabicus_17;4562.251;445.132
laupas;sinus_arabicus_17;4578.39;422.542
aliou_kome;sinus_arabicus_17;4610.158;391.153
mouza_emporion;fretum_diodorus;4635.406;341.795
okelis;fretum_diodorus;4684.421;319.312
eudaimon;sinus_adenensis_3;4794.85;365.942
caiwa;sinus_adenensis_3;4734.328;330.128
mesala;sinus_adenensis_3;4825.814;424.079
abisama;sinus_adenensis_5;4901.792;471.454
firai;sinus_adenensis_5;4963.108;516.578
maipha;sinus_adenensis_5;4992.802;558.64
tretos;mare_erythraeum_0;5078.975;650.352
qana;sinus_adenensis_5;5053.089;592.905
thialematt;mare_erythraeum_0;5172.661;738.833
qishan;mare_erythraeum_6;5262.189;821.134
ausara_hadhramut;mare_erythraeum_6;5275.055;881.236
neogilla;mare_erythraeum_6;5285.232;931.108
moscha;mare_erythraeum_9;5403.512;1046.24
saliah;mare_erythraeum_9;5371.537;1015.626
sidh;sinus_sachalites;5459.455;1120.678
rugia;oceanus_sarmaticus_21;1982.118;3520.243
rhugium;oceanus_sarmaticus_17;1819.56;3467.078
viadrus;oceanus_sarmaticus_17;1766.657;3443.09
sciria_rugia;oceanus_sarmaticus_21;1994.757;3501.086
eughum;oceanus_sarmaticus_17;1859.48;3482.756
agines;sinus_persicus_7;4538.171;1929.055
arragan;sinus_persicus_7;4576.02;1952.421
arrakia;sinus_persicus_7;4627.869;1917.646
bushahr;sinus_persicus_9;4663.002;1883.96
hieratis;sinus_persicus_9;4737.055;1832.843
gogana;sinus_persicus_9;4775.793;1813.031
apostana;sinus_persicus_10;4837.383;1822.686
hormirzad;fretum_persarum;5161.124;1931.97
vistuliana;oceanus_sarmaticus_21;2015.228;3498.133
venedica;oceanus_sarmaticus_21;2042.748;3508.072
venedicana;oceanus_sarmaticus_22;2079.89;3557.761
oarakta;sinus_persicus_0;5116.554;1861.644
portospana;sinus_persicus_10;4958.137;1795.453
sidene;sinus_persicus_0;5071.694;1835.158
ostana;sinus_persicus_10;4907.265;1802.641
andion;mare_britannicum_1;826.942;3059.647
uppakra;oceanus_sarmaticus_9;1682.049;3568.16
svimraros;oceanus_sarmaticus_16;1731.148;3572.521
guthisbo;oceanus_sarmaticus_18;1749.298;3615.83
bergio;oceanus_sarmaticus_6;1672.199;3665.73
burgundarholm;oceanus_sarmaticus_16;1772.609;3549.639
vang;oceanus_sarmaticus_18;1778.26;3640.208
borgamo;mare_eovium;1840.639;3661.678
meore;mare_eovium;1859.248;3721.718
theustia;oceanus_sarmaticus_26;1864.48;3781.836
eowia;mare_eovium;1868.709;3681.433
vineta;mare_gothicum_0;1959.072;3742.758
feruiria;oceanus_sarmaticus_6;1651.201;3697.967
konghelle;oceanus_sarmaticus_4;1602.377;3782.187
vikbo;oceanus_sarmaticus_27;1869.909;3843.055
ragnaricia;oceanus_sarmaticus_4;1586.259;3827.535
miriquidui;oceanus_sarmaticus_27;1877.074;3868.768
rekarne;oceanus_sarmaticus_27;1897.625;3885.999
birka;oceanus_sarmaticus_27;1929.891;3896.359
broborg;oceanus_sarmaticus_28;1965.143;3970.796
tanum;oceanus_sarmaticus_2;1566.877;3889.476
vinovilothia;oceanus_sarmaticus_2;1558.324;3902.711
raumariki;oceanus_sarmaticus_2;1545.866;3933.424
lingum;oceanus_sarmaticus_2;1529.27;3888.847
grannia;oceanus_sarmaticus_2;1497.313;3872.727
augandzia;oceanus_sarmaticus_1;1443.839;3819.105
aetelrugia;mare_septentrionale_28;1380.121;3801.442
eunixia;mare_septentrionale_25;1298.883;3862.346
arothia;mare_septentrionale_25;1305.596;3916.24
rutubis;oceanus_atlanticus_12;177.336;1729.082
creones_australes;oceanus_atlanticus_59;725.441;3711.081
pydna;sinus_thermaeus_1;2399.49;2284.466
marion;mare_lycium_4;3172.09;1940.684
anfa;oceanus_atlanticus_2;267.088;1754.571
amar;oceanus_atlanticus_69;139.528;1700.006
safim;oceanus_atlanticus_69;113.156;1682.221
azama;oceanus_atlanticus_12;199.263;1737.162
harmozeia;fretum_persarum;5221.106;1901.851
badis;mare_erythraeum_14;5292.999;1860.374
bagaseira;mare_erythraeum_15;5359.789;1879.778
troesus;mare_erythraeum_15;5436.301;1907.536
canasida;mare_erythraeum_15;5509.968;1946.515
mephas;mare_erythraeum_17;5597.667;1970.424
barna;mare_erythraeum_17;5643.288;1998.9
mosarna;mare_erythraeum_44;5726.051;2063.86
bagisara;mare_erythraeum_44;5769.984;2087.085
malana;mare_erythraeum_44;5809.403;2110.931
cabana;mare_erythraeum_46;5879.246;2163.865
pagala;mare_erythraeum_46;5924.9;2191.327
morontobara;mare_erythraeum_46;5950.201;2184.783
dvaraka;mare_erythraeum_49;6259.038;2083.071
patala;indus_3;6043.128;2278.101
prabhasa;mare_erythraeum_52;6432.393;2036.643
sana;mare_erythraeum_52;6481.451;2073.792
alexandrou_limen;rann_of_kutch_0;6075.5;2203.361
monoglosson;mare_erythraeum_51;6355.803;2043.992
astakapra;gulf_of_minnagara;6506.136;2119.512
kanthi;rann_of_kutch_1;6280.812;2259.966
kukurra;gulf_of_kutch;6288.304;2123.426
anartta;gulf_of_kutch;6311.87;2164.494
svabhra;gulf_of_minnagara;6483.228;2234.648
satrunavha;gulf_of_minnagara;6496.3;2187.962
baraca;mare_erythraeum_49;6216.73;2121.536
malia;gulf_of_kutch;6373.193;2270.284
dhanduka;gulf_of_minnagara;6481.81;2216.307
maltecoria;mare_erythraeum_49;6177.735;2122.721
bacchav;gulf_of_kutch;6288.815;2189.016
kaccha;gulf_of_kutch;6278.752;2155.54
darangia;rann_of_kutch_0;6182.121;2184.459
bissai;rann_of_kutch_1;6238.738;2215.49
rusia;gulf_of_kutch;6346.976;2237.481
sangama;rann_of_kutch_0;6095.319;2208.663
bibakta;mare_erythraeum_46;6033.898;2189.413
sura;rann_of_kutch_0;6159.546;2247.824
daria;rann_of_kutch_1;6239.398;2289.26
samarabriva;rann_of_kutch_0;6152.005;2257.457
gallita;rann_of_kutch_1;6276.771;2312.789
vallai;gulf_of_kutch;6326.774;2283.42
detta;rann_of_kutch_1;6292.461;2339.508
minnagara;gulf_of_minnagara;6510.414;2214.715
barygaza;gulf_of_minnagara;6538.786;2178.555
surat;gulf_of_minnagara;6574.958;2151.76
nousaripa;gulf_of_minnagara;6588.804;2142.53
polipoula;gulf_of_minnagara;6602.95;2117.224
nanaghat;mare_erythraeum_53;6618.955;2072.577
surparaka;mare_erythraeum_53;6641.091;2052.457
dounga;mare_erythraeum_53;6671.01;2023.602
semylla;mare_erythraeum_53;6716.227;1975.922
mandagara;mare_erythraeum_53;6735.507;1957.85
palaipatmai;mare_erythraeum_54;6773.792;1928.748
milzigeris;mare_erythraeum_54;6815.051;1891.592
pisauta;mare_erythraeum_54;6837.074;1864.378
tyrannosboas;mare_erythraeum_55;6898.287;1825.243
toparon;mare_erythraeum_55;6920.422;1812.459
aegidi;mare_erythraeum_55;6950.396;1798.875
chersonesos_vanavasi;mare_erythraeum_55;7003.815;1776.152
nouira;mare_erythraeum_56;7088.051;1720.925
olokhoira;mare_erythraeum_56;7146.887;1669.354
pira;mare_erythraeum_56;7044.037;1750.26
nitra;mare_erythraeum_56;7176.074;1652.66
mousopalle;mare_erythraeum_57;7202.989;1639.58
naura_1;mare_erythraeum_57;7274.063;1618.726
coula;mare_erythraeum_57;7303.958;1602.005
tyndis;mare_erythraeum_58;7336.795;1578.265
koreoura;mare_erythraeum_58;7356.835;1567.294
muziris;mare_erythraeum_58;7400.588;1537.847
pseudostomos;mare_erythraeum_58;7435.178;1507.982
bacare;mare_erythraeum_59;7484.973;1485.481
kottiara;mare_erythraeum_59;7511.346;1479.114
elankon;mare_erythraeum_59;7525.528;1476.148
balita;mare_erythraeum_59;7556.455;1474.428
komari;mare_erythraeum_59;7584.917;1483.171
curana;mare_erythraeum_129;7607.941;1541.459
kolkoi;mare_erythraeum_132;7597.003;1565.187
koti;mare_erythraeum_131;7631.364;1653.522
vilath;mare_erythraeum_132;7588.572;1584.169
kamai;mare_erythraeum_132;7592.446;1596.829
karukka;sinus_gangeticus_3;7594.042;1730.588
akour;mare_erythraeum_131;7602.659;1678.412
